text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
"Learn the differences between the cold, flu, and #COVID19! 
Make sure to look for these symptoms and reduce contact with others to help protect yourself, loved ones and the community! https://t.co/lHS5WhHPCf #Army #Flu #COVID https://t.co/77kDFFnTVS","Fort Lesley J. McNair, DC",38.8659421,-77.0162375,Neutral,0.2345,0.6513,0.0571,0.6513,0.2916,2025-12-05 13:26:52
"Dados los efectos de la pandemia de #COVID19, este es realmente un tiempo oportuno para enfocarnos en la salud y en formas para reducir el freno que las #ENT ponen a la actividad económica del #Caribe: Min. Camillo Gonsalves #SanVicenteylasGranadinas al cierre de seminario #CEPAL https://t.co/vRqWgxgflt",Santiago de Chile,-33.4377756,-70.6504502,Neutral,-0.0476,0.7934,0.1271,0.7934,0.0795,2025-12-05 13:26:52
"Vacunación, mascarilla y debes saber con quién te relacionas el virus del #COVID19 sigue circulando.
Ya lo decía Voltaire : ""No siempre podemos obligar; pero siempre podemos hablar en forma agradable"".
Buenos días!🌞
#felizsemana. https://t.co/C94IvdFTDo","Comunidad de Madrid, España",40.5248319,-3.7715628,Neutral,0.1406,0.773,0.0432,0.773,0.1838,2025-12-05 13:26:52
"#COVID19 😷 | Algunos quedaron sorprendidos con la rapidez de la atención del punto de vacunación Plaza Mulza 💉.

Aquí la nota 👇
https://t.co/1uTiGEsvSb","León, Gto.",21.121965,-101.6829766,Negative,-0.6848,0.7014,0.7014,0.282,0.0166,2025-12-05 13:26:52
#FaceMask #CoVID19 #StreetPhotography #BNWPhoto #BlackandWhite #Monochrome #StreetMonochrome #Beijing #China #SARSCoV2 #Wuhan #Virus #Pneumonia #CoronaVirus #LOCKDOWN #SocialDistancing  #Peking @ 北京 南鑼鼓巷 https://t.co/IfI7aoYvyg,不幸出生的地方,24.3526238,116.6798097,Neutral,-0.3911,0.5653,0.4129,0.5653,0.0218,2025-12-05 13:26:52
"വീണ്ടും കോവിഡ് ഭീതിയില്‍ ചൈന; പലയിടത്തും ലോക്ക്ഡൗണ്‍ പ്രഖ്യാപിച്ചു
https://t.co/E7hPQ7OePB
#China #COVID19 #FreshCovidWave #lockdown #Kalakaumudi #KaumudiPlus",Kerala,10.3528744,76.5120396,Neutral,-0.0674,0.7124,0.1775,0.7124,0.1101,2025-12-05 13:26:52
"Visite de V. Cayré, DG @ars_grand_est mercredi après-midi dans la pharmacie de #Lutzelhouse dans le #BasRhin  
L'occasion de rappeler l'implication des libéraux dans la #vaccination contre le #COVID19 et notamment des #pharmaciens avec une mobilisation en zone rurale https://t.co/WqAQRUZNvi","Nancy, France",48.6937223,6.1834097,Neutral,0.0053,0.9051,0.0448,0.9051,0.0501,2025-12-05 13:26:52
"Your cloth mask is not good enough protection against Omicron, according to an expert here's why https://t.co/bFfpumnoP7 #OmicronVariant #Omicron #OmicronVirus #OmicronIsAirborne #CovidVaccine #COVIDIOTS #COVID19 #covidvariant #COVID19AB #COVID19Ontario #coronavirus #Corona #yyz",Edmonton,53.5462055,-113.491241,Negative,-0.7192,0.7377,0.7377,0.2437,0.0185,2025-12-05 13:26:52
"At home test results are not reported. Will we ever have a clear picture of the COVID situation?
#COVID19 #COVID_19 #healthcare #healthcareworkers #covidvaccine #covidtesting
https://t.co/SQeiWd4JWD","Phoenix, AZ",33.4484367,-112.074141,Negative,-0.6863,0.6987,0.6987,0.2889,0.0124,2025-12-05 13:26:52
"Il y a une semaine, les EMS vaudois lançaient un appel à l'aide. Malgré les 1400 #volontaires, seule la moitié des besoins a pu être couverte, en raison notamment du manque de personnel qualifié dans les soins. &gt;&gt; Notre suivi du #Covid19 en #Suisse: https://t.co/U4IqB5Z0Yk","Genève et Lausanne, Suisse",46.8051493,7.1570471,Neutral,-0.0631,0.8369,0.1131,0.8369,0.05,2025-12-05 13:26:52
"@Travistritt it’s a shame that you don’t consider #covid19 to be a real threat to humans. So instead of supporting Covid mandates, you’re out their cancelling concerts because they’re enforcing them. Lol. Good thing artists like @JasonIsbell have common sense. #travistritt",Canada,61.0666922,-107.991707,Negative,-0.9023,0.9101,0.9101,0.082,0.0078,2025-12-05 13:26:52
"#COVID19 | Si es #migrante venezolano, le contamos a dónde puede asistir para la #vacunación contra el Covid-19
https://t.co/P0u1AKy4Gv",Bogotá - Colombia,4.6533817,-74.0836331,Neutral,-0.1185,0.7753,0.1716,0.7753,0.0531,2025-12-05 13:26:52
"@ThiasKronhjort @Onkelfut @Heunicke Ca. 70% af nye positive tests pr. døgn er blandt fuldt vaccinerede. - Ca. 70% af sygehusindlagte registreret som COVID-19 er fuldt vaccineret. - Det er veldokumenteret at vaccinerede med infektion smitter lige så meget som uvaccinerede.
#dkpol #dkmedier #sundpol #Corona #COVID19",Danmark,55.670249,10.3333283,Neutral,-0.0651,0.8347,0.1152,0.8347,0.0501,2025-12-05 13:26:52
#MinsaEnRegiones | ¡La vacunación contra la #COVID19 continúa en Piura! Más de 240 menores entre 12 y 17 años recibieron su primera dosis en el colegio San Ignacio de Loyola. https://t.co/WUQRz3IE8B,"Lima, Perú",-12.0459808,-77.0305912,Neutral,0.0459,0.8276,0.0633,0.8276,0.1092,2025-12-05 13:26:52
"🔍 Is your #COVID19 information coming from a source you don't know⁉️

If so, maybe it shouldn't go any further!

⚠️ #CheckBeforeYouShare: https://t.co/t1kJaN9rma https://t.co/aY7Yc31OMJ",Americas,24.7951304,-107.4123106,Negative,-0.551,0.5674,0.5674,0.4162,0.0164,2025-12-05 13:26:52
@j_thePA @emily_fri #COVID19 https://t.co/Xr4uxfZZgb,India,22.3511148,78.6677428,Neutral,-0.306,0.6285,0.3388,0.6285,0.0328,2025-12-05 13:26:52
"""Four crore people will be #vaccinated each month""

Health and Family Welfare Minister Zahid Maleque today said the government has set a target to vaccinate four crore people from January,

#COVID19
#COVID19Vaccination
#BangladeshFightCorona

https://t.co/K1UtIf6jPD","Dhaka, Bangladesh",23.7643863,90.3890144,Neutral,0.1973,0.7883,0.0072,0.7883,0.2045,2025-12-05 13:26:52
"🚨📢| Inician en Europa confinamientos por cuarta ola de COVID. Austria, primer país.

#Europa #COVID19 #Austria #Internacional #México #Noticia #Compartir #ResonanciaInformativa https://t.co/njUenCDRGX","Puebla, México",18.833333,-98.0,Neutral,-0.0573,0.8812,0.088,0.8812,0.0307,2025-12-05 13:26:52
"#COVID19 has put girls at greater risk of child marriage, early pregnancy and violence. Together, we must stand up for girls and their right to be protected. 

#ForEveryChild https://t.co/1XEWtYsgHB",Mogadishu,2.0349312,45.3419183,Negative,-0.5414,0.5769,0.5769,0.3875,0.0355,2025-12-05 13:26:52
"Los datos de noviembre (24814) sugieren un incremento del 85,9% de casos #COVID19 frente a octubre (13351).Huacaya (CHQ) tiene la incidencia más alta; el 3,7% de su población ha sido diagnosticada positiva. SCZ (municipio) tiene el mayor numero de casos (10038) para noviembre. https://t.co/cyKc81rqbE",Bolivia,-17.0568696,-64.9912286,Neutral,-0.064,0.8411,0.1115,0.8411,0.0475,2025-12-05 13:26:52
"5 new #Omicron cases in #Karnataka; #India's tally now 87
#COVID19 #coronavirus #TV9News https://t.co/Y0xC1dS51a","Gujarat, India",22.3850051,71.745261,Negative,-0.4897,0.5144,0.5144,0.4609,0.0247,2025-12-05 13:26:52
"@lucyallan I think the answer to your query is yes. MPs are *supposed* to uphold the law - even #Tories.

(Hope you were sitting down for that last bit.) #Brexit #Covid19 #TorySleaze",Oxfordshire,51.833333,-1.25,Neutral,0.1549,0.6827,0.0812,0.6827,0.2361,2025-12-05 13:26:52
🇦🇹 Sanofi sieht erste positive Booster-Daten für Covid-Impfstoff https://t.co/AO4RgArEaX #corona #covid #covid19,Austria,47.59397,14.12456,Neutral,-0.1488,0.7206,0.2141,0.7206,0.0653,2025-12-05 13:26:52
"EC PRES. VON DER LEYEN: COVID CERTIFICATES ARE REQUIRED TO GET PAST THE PANDEMIC.
#COVID19",Limassol,34.6852901,33.0332657,Neutral,-0.0557,0.8535,0.1011,0.8535,0.0454,2025-12-05 13:26:52
"#COVID19 #vaccinations leading to less #death and fewer #hospitalisations in #Australia - “At the start of August, we had maybe 3,000 active cases, and a week later 400 of those people were in #hospital and about 65 of them were in #ICU. So that was a hos…https://t.co/VibDuAOM0n","Melbourne, Victoria",-37.8142454,144.9631732,Neutral,0.0085,0.8089,0.0913,0.8089,0.0998,2025-12-05 13:26:52
"1600 new hospitalisations with #Covid19 in France in the last 24 hrs 

The people saying “#Omicron is normally mild” are right, but not in the way they think they are, and seem to care not a jot for these new daily patients https://t.co/J4V0epZRB7","Paris, France",48.8588897,2.320041,Negative,-0.7405,0.7547,0.7547,0.2311,0.0142,2025-12-05 13:26:52
I’m tired! Please follow the sound advice of scientists &amp; doctors. Stop worshiping false idols! No one is trying to control you!! Get Vaccinated Get Boosted Mask Up properly in public Get stocked up &amp; Stay the fuck at home for a while!#COVID19 #Vaccinate #Booster #MaskUp,"Crown Point, IN",41.4169806,-87.3653136,Negative,-0.8062,0.8285,0.8285,0.1492,0.0223,2025-12-05 13:26:52
"The doom and gloomers gave best and worst case scenarios when restrictions were lifted - we have been consistently below the best case.

Even with #Omicron, we are still better off than predicted, therefore there’s no justification for any new restrictions.

#COVID19 @sajidjavid",United Kingdom,54.7023545,-3.2765753,Negative,-0.5911,0.6384,0.6384,0.3143,0.0473,2025-12-05 13:26:52
La suspension de l’application #CovidScan plaidée au tribunal civil | https://t.co/KkDeyFE2cE #application #covid19 #hcsmeufr @lavenir_net,"Lyon, France",45.7578137,4.8320114,Neutral,-0.1933,0.7541,0.2196,0.7541,0.0263,2025-12-05 13:26:52
"@DevilIn50777838 @Cyrilhanouna Bonjour, 
10jours au lit dans quel état? Supportable? 
Et avec quelle marque de vaccin? 
Merci!
#COVID19 #Vaccin #Pfizer #Moderna #AstraZeneca",Paris,48.8534951,2.3483915,Neutral,0.3046,0.5995,0.0479,0.5995,0.3525,2025-12-05 13:26:52
"Impossible to overstate how disgusting this apparent policy decision has been. Explains the attitude to safety within schools the UK.
We have yet to to understand the long term impacts of #COVID19 using our children in this way is beyond belief. https://t.co/tqJXSSOEmu","Whetstone, Leicestershire, UK",52.5548219,-1.1787286,Negative,-0.9184,0.9247,0.9247,0.0689,0.0063,2025-12-05 13:26:52
"""Wastewater surveillance"" means epidemiologists see ALL positive #COVID19 cases in a sewage-shed, not just people whose +PCR lab tests get reported to public health depts. If you live in @CityofSanJose, chances are your solid waste (💩) goes thru this pipe at the treatment plant. https://t.co/QtRl2Lv5xk",San Francisco Bay Area,37.7884969,-122.3558473,Neutral,-0.3784,0.5435,0.4174,0.5435,0.039,2025-12-05 13:26:52
"Newsletter @UNinIndonesia sudah hadir! ️🖨️📌

Di edisi terakhir 2021, simak bagaimana tim PBB di Indonesia:
🌎 membantu memulihkan ekosistem
📈 memajukan kesetaraan gender
🤝 memberdayakan kelompok rentan untuk pulih baik dari #COVID19

Unduh di sini: https://t.co/9SkA1PBQtl","Jakarta, Indonesia",-6.1754049,106.827168,Neutral,0.1228,0.8336,0.0218,0.8336,0.1446,2025-12-05 13:26:52
"Nein zum Covid-19-Gesetz. Damit dies nicht zur Regel wird. #covid19 #covid19gesetznein
Zürcher Firma zahlt ungeimpften Angestellten weniger Bonus
https://t.co/wKBTyOSUJg","Bülach, Schweiz",47.5172321,8.5407118,Neutral,-0.334,0.5689,0.3825,0.5689,0.0485,2025-12-05 13:26:52
"#newjob announcement: This pandemia has changed everyone's life. To me, it has taught me where my skills are needed the most. I'm starting a new position as a #DataManager for clinical trials focusing on therapies &amp; vaccines against #COVID19 Together, we can beat this 🦠💪","Liege, Belgium",50.4708135,5.7735658,Positive,0.9483,0.953,0.0047,0.0422,0.953,2025-12-05 13:26:52
"Safeguards crucial in allowing pharmacies to take on testing of people with covid-19 symptoms
https://t.co/UVR3CFfIzu  #onpoli #COVID19 #healthcare #VoteFordOut2022",Niagara Region,43.0631891,-79.3098089,Neutral,0.0457,0.824,0.0651,0.824,0.1108,2025-12-05 13:26:52
"Hace solo meses las curvas de contagios crecían y causaban temor. Hoy esta curva, que también crece, pero que representa la cantidad de dosis de vacunas administradas contra la #COVID19 es señal de esperanza y motivo de orgullo para todos los cubanos #CubaVive
#CubaViveYRenace https://t.co/wwnXBMUCr7","Ciego de Ávila, Cuba",21.7476686,-78.729558,Neutral,-0.0014,0.8588,0.0713,0.8588,0.0699,2025-12-05 13:26:52
"कोरोना अपडेट:  देश में बीते 24 घंटे में 12,729  नए केस दर्ज, 221 मरीजों की मौत
https://t.co/NOIiGqgmQT
#Coronavirus #CoronavirusinIndia #COVID19",Bangalore,12.9767936,77.590082,Neutral,-0.0999,0.8283,0.1358,0.8283,0.0359,2025-12-05 13:26:52
"@PLinEdinburgh wspiera 🇵🇱 rodziny w Szkocji, które straciły swoich bliskich podczas pandemii #COVID19. #CzyWieszŻe w ramach 🏴󠁧󠁢󠁳󠁣󠁴󠁿 programu szczepień można łatwo i szybko zaszczepić się 💉również w przychodniach lekarskich czy aptekach ➡️https://t.co/cV63pFD9Gj? #SzczepimySię",UK,54.7023545,-3.2765753,Neutral,-0.0394,0.8554,0.092,0.8554,0.0526,2025-12-05 13:26:52
"Sales of alcohol and cannabis products increased during the pandemic, study shows https://t.co/qMI6F9IJqN #epidemiology #pandemic #COVID19 #cannabis",United States,39.7837304,-100.445882,Neutral,-0.1024,0.7962,0.1531,0.7962,0.0507,2025-12-05 13:26:52
"Any family doctor from a little 🇨🇦 village would have navigated 🇨🇦 through the plandemic safer than Dr. #ChinaTam has. 

Yet 'they' remain in power after almost 30 k #COVID19 + #Vaxx combined 💀‼

0 accountability, 0 responsibility, 0 liability‼

Tam, can you sleep at night⁉","Toronto, Ontario",43.6534817,-79.3839347,Negative,-0.7274,0.7546,0.7546,0.2182,0.0272,2025-12-05 13:26:52
"⚖️💉👧🏻 #Brasil - #STF dá 48 horas para governo se manifestar sobre vacinação de crianças; na última última quinta-feira (16), a Agência Nacional de Vigilância Sanitária (#Anvisa) aprovou a imunização em crianças na faixa de 5 a 11 anos contra a #COVID19",Lisboa / PT,38.7077507,-9.1365919,Neutral,-0.0026,0.9345,0.034,0.9345,0.0314,2025-12-05 13:26:52
"Civil Aviation Authority (CAA) has issued a notice to airlines that they can operate International flights with full capacity from November 10.

#DailyScoopTv #CAA #flights
#Pakistan #COVID19 https://t.co/JAud9SPfak",Pakistan,30.3308401,71.247499,Neutral,0.0826,0.8956,0.0109,0.8956,0.0935,2025-12-05 13:26:52
"Combien de ""vaccinés"" 2 doses #covid19 vont faire le 3ème ?",Ici et ailleurs,45.5659336,5.9157259,Neutral,-0.226,0.7244,0.2508,0.7244,0.0248,2025-12-05 13:26:52
"#Táchira | Luego de un año y siete meses de estar inoperativos los aeropuertos del estado #Táchira debido a la pandemia por #COVID19, la aerolínea Conviasa informó que iniciarán su trabajo a partir del #2nov https://t.co/iYWwGeDgMB",Venezuela,8.0018709,-66.1109318,Neutral,-0.0189,0.8796,0.0696,0.8796,0.0507,2025-12-05 13:26:52
"El Gobernador de #Matanzas @mariofsabines alertó en reunión del Grupos Temporal de Trabajo sobre la tendencia al incremento de los casos de #COVID19 en los últimos días e insistió en la importancia de reforzar las medidas para proteger la provincia

#MatancerosEnVictoria #Cuba https://t.co/RrPL72rrax",Cuba,23.0131338,-80.8328748,Neutral,0.028,0.878,0.047,0.878,0.075,2025-12-05 13:26:52
"Tras casi 20 meses de estar cerrados por la pandemia de la #COVID19, se reiniciaron de forma gradual las actividades en los Centros del Adulto Mayor (CAM) a nivel nacional. Las personas de la tercera edad podrán participar en los talleres semipresenciales. https://t.co/FvMLCbF2aX https://t.co/okbvkWt1J5",Perú,-6.8699697,-75.0458515,Neutral,-0.0386,0.8475,0.0956,0.8475,0.057,2025-12-05 13:26:52
"Iniciará en CdMx la próxima semana vacunación contra #COVID19 a menores con comorbilidades
https://t.co/yrF9J3kLjw https://t.co/Qps24tPEFR",Ciudad de México ,19.4326296,-99.1331785,Neutral,-0.2143,0.7133,0.2505,0.7133,0.0362,2025-12-05 13:26:52
"#BreakingNews on #COVID19 #Omicron &amp; the effect it's had on the #SouthAfrica #healthcare

20% of the critically important people were prevented from being there to save lives

If a fraction of that happens here, people WILL DIE bc doctors/surgeons/nurses/techs aren't able to work https://t.co/D5O7r4K6en","Maryland, USA",39.5162401,-76.9382069,Negative,-0.8686,0.8767,0.8767,0.1152,0.0081,2025-12-05 13:26:52
"😷 @sanidadgob redueix a set dies l’aïllament de les persones contagiades de #COVID19 asimptomàtiques

🏠 Igualment, els no vacunats i que siguen contactes estrets d'un positiu estaran aïllats durant una setmana

🩺 @GVAsanitat

📺 @apuntnoticies 

https://t.co/kN1oGpXwMK",Comunitat Valenciana,39.6819591,-0.7654406,Neutral,-0.3705,0.5825,0.394,0.5825,0.0235,2025-12-05 13:26:52
"#Guatemala: 11.1M #COVID19 vax administered until 2021-12-22 (current rate: 53.6Kvax/day). At this pace, enough doses for 50% of the population will be administered on 2022-05-05, 80% on 2022-11-25, 90% on 2023-02-01 and 100% on 2023-04-10
#CovidVaccineRace https://t.co/crBOHQjY0Y",Planet Earth,1.3165066,103.8625991,Neutral,0.0795,0.8697,0.0254,0.8697,0.1049,2025-12-05 13:26:52
Our latest edition of The People's Paper is out! https://t.co/v52MuFK2kA Thanks to @Hepworthclare @Union_NewsUK @M_Star_Online #covid19 #peoplevsbigtech,United Kingdom,54.7023545,-3.2765753,Positive,0.7891,0.7939,0.0048,0.2013,0.7939,2025-12-05 13:26:52
OCTA: NCR is at very low risk with the holidays just around the corner. #COVID19 @MalayaNews,Philippines,12.7503486,122.7312101,Neutral,0.0506,0.807,0.0712,0.807,0.1218,2025-12-05 13:26:52
"Oh how I really wish people in the UK would wear masks 😷

https://t.co/JjwSjIYTVz

#maskwearing #Covid_19 #COVID19","Watford, England",51.6553875,-0.3957425,Negative,-0.7482,0.7861,0.7861,0.176,0.0379,2025-12-05 13:26:52
